customer_id,age,gender,education,employment_type,employment_length,annual_income,existing_emi,debt_to_income_ratio,cibil_score,credit_utilization_ratio,previous_default,loan_amount,loan_type,loan_purpose,loan_tenure_years,interest_rate,risk_category,lender_type,loan_processing_fee_percent,application_channel,state,city,area_type,loan_approval_time_days,document_verification_status,loan_approval_status,rejection_reason,EMI,EMI_to_Income_Ratio, risk_rule,Loan_to_Income_Ratio
117,51,Male,Graduate,Salaried,16,532674,6998,0.21,618,25.49,No,163332,Appliances,Appliances,10,13.84,High,Private Bank,0.91,Online,Delhi,Mumbai,Urban,6,Processing,Approved,,2520.31,0.06,Low,0.31
118,57,Female,Graduate,Salaried,25,553430,10058,0.25,541,35.84,No,115933,Personal,Personal,12,9.17,High,Finance Company,2.26,Online,Gujarat,Allahabad,Urban,3,Processing,Approved,,1330.48,0.03,Low,0.21
119,43,Male,Graduate,Salaried,15,477543,11968,0.4,607,85.31,No,253281,Home,Home,8,11.32,High,Government Bank,0.65,Online,Tamil Nadu,Bulandshahr,Urban,12,Done,Approved,,4022.49,0.1,Low,0.53
120,52,Female,Graduate,Salaried,17,851806,19360,0.33,590,89.41,No,256816,Appliances,Appliances,17,17.85,High,Private Bank,1.45,Online,Maharashtra,Sambhal,Urban,8,Done,Approved,,4017.75,0.06,Low,0.3
121,35,Female,Graduate,Salaried,30,410937,9710,0.37,589,21.48,No,163826,Agriculture,Agriculture,6,7.96,High,Finance Company,2.25,Offline,Rajasthan,Machilipatnam,Rural,5,Done,Rejected,Low CIBIL Score,2869.2,0.08,Low,0.4
122,33,Male,Non-Graduate,Self-employed,12,1711410,952,0.3,812,45.95,No,1181173,Business,Business,3,15.7,Low,Government Bank,0.29,Offline,Rajasthan,Unnao,Rural,20,Done,Approved,,41351.81,0.29,Low,0.69
123,28,Female,Graduate,Salaried,22,487525,10625,0.45,739,48.62,No,828174,Home,Home,20,9.75,Medium,Private Bank,1.01,Online,Tamil Nadu,Purnia,Urban,4,Done,Pending,,7855.37,0.19,Low,1.7
124,36,Female,Non-Graduate,Salaried,18,787267,13150,0.29,670,78.7,No,547706,Home,Home,17,10.36,Medium,Government Bank,0.25,Offline,West Bengal,Phusro,Rural,17,Processing,Approved,,5718.67,0.09,Low,0.7
125,39,Female,Non-Graduate,Salaried,22,723036,10713,0.27,813,43.43,No,397349,Appliances,Appliances,12,13.68,Low,Private Bank,1.2,Offline,Bihar,Nellore,Rural,3,Processing,Pending,,5630.39,0.09,Low,0.55
126,33,Male,Graduate,Salaried,19,672339,4241,0.1,549,57.54,No,116832,Personal,Personal,14,9.32,High,Finance Company,2.1,Online,Tamil Nadu,Silchar,Urban,2,Done,Rejected,Low Income,1247.45,0.02,Low,0.17
127,26,Male,Non-Graduate,Salaried,30,869234,2894,0.15,568,80.52,No,353992,Education,Education,4,5.66,High,Private Bank,1.05,Offline,West Bengal,Chandigarh,Rural,7,Done,Pending,,8258.44,0.11,Low,0.41
128,28,Male,Graduate,Salaried,15,369548,19194,0.74,657,83.7,No,272416,Agriculture,Agriculture,8,6.99,Medium,Government Bank,0.51,Online,Gujarat,Ambarnath,Urban,15,Processing,Approved,,3712.69,0.12,Low,0.74
129,40,Female,Graduate,Salaried,15,475786,19159,0.56,576,27.32,No,392972,Education,Education,15,5.32,High,Finance Company,1.53,Offline,Delhi,Avadi,Rural,4,Processing,Approved,,3173.5,0.08,Low,0.83
130,44,Female,Graduate,Pensioner,17,365617,18203,0.65,648,88.66,No,145554,Home,Home,14,10.81,High,Finance Company,1.77,Online,Rajasthan,Tenali,Urban,2,Done,Pending,,1684.6,0.06,Low,0.4
131,51,Male,Graduate,Salaried,24,899293,1813,0.07,753,11.97,Yes,329190,Agriculture,Agriculture,13,8.8,Low,Finance Company,1.57,Online,West Bengal,Mysore,Urban,4,Done,Approved,,3549.43,0.05,Low,0.37
132,33,Female,Non-Graduate,Salaried,18,824239,17191,0.38,728,77.2,No,524293,Vehicle,Vehicle,9,14.95,Medium,Private Bank,1.24,Offline,Tamil Nadu,Buxar,Rural,5,Processing,Approved,,8857.7,0.13,Low,0.64
133,51,Female,Graduate,Self-employed,17,1488686,1282,0.03,710,38.53,No,204830,Home,Home,13,9.57,Medium,Private Bank,1.39,Online,Tamil Nadu,Ramgarh,Urban,5,Processing,Approved,,2299.52,0.02,Low,0.14
134,46,Male,Non-Graduate,Salaried,12,808746,1345,0.05,709,78.91,No,117890,Agriculture,Agriculture,6,7.23,Medium,Government Bank,0.6,Offline,Rajasthan,Karaikudi,Rural,14,Done,Rejected,High Loan Amount Request,2022.95,0.03,Low,0.15
135,31,Male,Graduate,Salaried,19,677146,10236,0.2,474,15.41,No,77584,Appliances,Appliances,16,12.68,High,Private Bank,1.38,Online,Maharashtra,Kottayam,Urban,6,Processing,Approved,,945.46,0.02,Low,0.11
136,58,Female,Non-Graduate,Self-employed,26,894018,10963,0.44,722,16.82,No,817397,Personal,Personal,4,12.98,Medium,Private Bank,0.86,Offline,Maharashtra,Rourkela,Rural,3,Processing,Pending,,21920.6,0.29,Low,0.91
137,56,Female,Non-Graduate,Self-employed,10,829596,10166,0.2,698,68.81,No,327139,Home,Home,17,11.69,Medium,Private Bank,0.91,Offline,West Bengal,Bharatpur,Rural,5,Processing,Approved,,3698.75,0.05,Low,0.39
138,45,Male,Graduate,Self-employed,29,1091548,9671,0.36,770,77.25,No,918602,Appliances,Appliances,5,17.96,Low,Private Bank,0.84,Online,Delhi,Imphal,Urban,4,Processing,Rejected,Insufficient Employment Length,23306.47,0.26,Low,0.84
139,41,Female,Graduate,Self-employed,29,1388202,13838,0.14,608,45.04,Yes,148811,Vehicle,Vehicle,8,12.69,High,Finance Company,2.11,Online,Rajasthan,Anantapur,Urban,1,Processing,Approved,,2475.37,0.02,Low,0.11
140,47,Female,Graduate,Salaried,24,622579,17710,0.68,844,31.02,No,821633,Appliances,Appliances,5,10.83,Low,Government Bank,0.63,Online,Karnataka,Ratlam,Urban,14,Processing,Pending,,17794.71,0.34,Medium,1.32
141,40,Female,Non-Graduate,Self-employed,9,803891,5631,0.15,620,25.61,No,348069,Vehicle,Vehicle,17,14.58,High,Private Bank,0.92,Offline,Tamil Nadu,Ambala,Rural,8,Processing,Approved,,4622.52,0.07,Low,0.43
142,39,Male,Non-Graduate,Salaried,27,864871,8624,0.17,633,39.72,No,326188,Vehicle,Vehicle,16,10.81,High,Finance Company,2.67,Offline,Karnataka,Sikar,Rural,5,Processing,Approved,,3577.9,0.05,Low,0.38
143,28,Female,Graduate,Salaried,18,455666,5359,0.88,780,35.02,Yes,1879432,Personal,Personal,9,11.44,Low,Private Bank,0.76,Online,Uttar Pradesh,Coimbatore,Urban,6,Done,Approved,,27947.49,0.74,High,4.12
144,35,Female,Graduate,Salaried,8,867283,9442,0.19,588,87.17,No,182244,Agriculture,Agriculture,4,5.21,High,Private Bank,1.32,Online,Tamil Nadu,Parbhani,Urban,4,Processing,Rejected,Insufficient Employment Length,4214.31,0.06,Low,0.21
145,37,Male,Graduate,Salaried,7,894497,9302,0.22,687,36.5,No,600930,Personal,Personal,12,9.85,Medium,Government Bank,0.66,Online,Karnataka,Bareilly,Urban,12,Processing,Approved,,7129.61,0.1,Low,0.67
146,33,Male,Graduate,Salaried,8,394324,522,0.07,642,73.12,No,113549,Business,Business,16,16.02,High,Finance Company,2.84,Online,Tamil Nadu,Thanjavur,Urban,4,Processing,Approved,,1644.79,0.05,Low,0.29
147,30,Female,Non-Graduate,Salaried,20,572839,4700,0.19,533,11.15,No,243132,Agriculture,Agriculture,6,7.98,High,Private Bank,0.77,Offline,Maharashtra,Bhusawal,Rural,3,Done,Approved,,4260.52,0.09,Low,0.42
148,57,Female,Graduate,Salaried,16,695527,18439,0.57,778,65.03,No,648900,Home,Home,5,12.3,Low,Government Bank,0.61,Online,Bihar,Nashik,Urban,15,Done,Approved,,14532.99,0.25,Low,0.93
149,55,Male,Graduate,Self-employed,8,1073283,19532,0.26,642,29.21,No,242817,Appliances,Appliances,19,17.48,High,Finance Company,2.54,Online,Gujarat,Rourkela,Urban,2,Processing,Approved,,3672.88,0.04,Low,0.23
150,62,Male,Graduate,Salaried,13,847303,4676,0.62,700,48.1,No,867820,Agriculture,Agriculture,2,6.92,Medium,Government Bank,0.48,Offline,Uttar Pradesh,Bhavnagar,Rural,14,Done,Approved,,38823.07,0.55,High,1.02
151,53,Female,Graduate,Self-employed,28,1421093,7953,0.11,569,57.84,No,251813,Vehicle,Vehicle,9,16.93,High,Government Bank,0.61,Online,Maharashtra,Kochi,Urban,15,Done,Rejected,Insufficient Employment Length,4556.08,0.04,Low,0.18
152,45,Male,Graduate,Salaried,22,323440,13399,1.4,765,77.86,No,1914851,Vehicle,Vehicle,18,13.98,Low,Finance Company,2.48,Online,Gujarat,Vijayanagaram,Urban,1,Processing,Approved,,24298.89,0.9,High,5.92
153,38,Male,Non-Graduate,Salaried,15,635549,12020,0.42,780,42.13,No,228187,Personal,Personal,2,9.49,Low,Government Bank,0.44,Offline,Karnataka,Navi Mumbai,Rural,10,Done,Approved,,10476.04,0.2,Low,0.36
154,62,Male,Graduate,Salaried,6,896476,4897,0.1,532,10.54,No,182734,Personal,Personal,8,10.02,High,Finance Company,1.53,Offline,Tamil Nadu,Baranagar,Rural,2,Done,Pending,,2774.77,0.04,Low,0.2
155,38,Female,Non-Graduate,Salaried,18,744572,19493,0.37,577,54.06,No,264332,Agriculture,Agriculture,8,6.19,High,Finance Company,1.59,Offline,Tamil Nadu,Bangalore,Rural,5,Processing,Pending,,3498.21,0.06,Low,0.36
156,27,Male,Graduate,Salaried,23,857756,19064,0.45,658,13.97,No,792956,Vehicle,Vehicle,11,16.27,Medium,Government Bank,0.44,Online,Gujarat,Berhampore,Urban,18,Done,Rejected,Low CIBIL Score,12938.09,0.18,Low,0.92
157,26,Female,Graduate,Salaried,14,552064,17024,0.53,536,15.51,No,276088,Personal,Personal,4,12.95,High,Government Bank,0.33,Offline,Bihar,Proddatur,Rural,17,Processing,Approved,,7399.9,0.16,Low,0.5
158,30,Male,Graduate,Salaried,11,889785,3929,0.07,579,87.82,No,103154,Personal,Personal,19,10.63,High,Private Bank,1.3,Online,Maharashtra,Uluberia,Urban,7,Done,Rejected,Insufficient Employment Length,1055.02,0.01,Low,0.12
159,26,Male,Graduate,Self-employed,8,976117,17596,0.22,535,66.34,No,51318,Vehicle,Vehicle,20,13.38,High,Private Bank,1.32,Online,Delhi,Satara,Urban,6,Processing,Approved,,615.17,0.01,Low,0.05
160,49,Female,Graduate,Salaried,13,354206,860,0.23,688,16.78,No,561108,Education,Education,13,8.88,Medium,Private Bank,1.2,Offline,Delhi,Katihar,Rural,7,Done,Approved,,6075.7,0.21,Low,1.58
161,31,Female,Graduate,Salaried,17,478457,16375,0.65,652,78.8,No,502274,Personal,Personal,6,10.76,Medium,Private Bank,1.4,Online,West Bengal,Varanasi,Urban,3,Done,Approved,,9498.69,0.24,Low,1.05
162,29,Female,Non-Graduate,Self-employed,13,1280409,7684,0.23,786,15.27,No,1413746,Appliances,Appliances,15,12.12,Low,Government Bank,0.39,Offline,West Bengal,Dibrugarh,Rural,11,Processing,Rejected,High Existing EMI,17076.63,0.16,Low,1.1
163,58,Male,Non-Graduate,Self-employed,6,1552540,1408,0.1,718,52.74,No,808903,Education,Education,8,7.74,Medium,Private Bank,0.78,Offline,Tamil Nadu,Alappuzha,Rural,8,Processing,Approved,,11328.6,0.09,Low,0.52
164,62,Female,Graduate,Salaried,30,758729,19302,0.41,550,29.57,No,196906,Home,Home,3,12.75,High,Finance Company,2.71,Online,Tamil Nadu,Medininagar,Urban,4,Done,Approved,,6610.86,0.1,Low,0.26
165,50,Male,Graduate,Salaried,23,627366,9301,0.21,541,25.79,No,138303,Home,Home,11,8.82,High,Finance Company,1.93,Online,Bihar,Bokaro,Urban,1,Processing,Pending,,1640.5,0.03,Low,0.22
166,37,Male,Non-Graduate,Salaried,26,872446,4178,0.08,507,46.22,No,246152,Education,Education,18,6.2,High,Finance Company,1.65,Offline,Uttar Pradesh,North Dumdum,Rural,2,Done,Approved,,1894.03,0.03,Low,0.28
167,54,Male,Graduate,Self-employed,18,1493966,15561,0.18,456,82.02,No,315529,Personal,Personal,5,11.22,High,Private Bank,1.32,Offline,Delhi,Ozhukarai,Rural,7,Done,Rejected,High Loan Amount Request,6895.03,0.06,Low,0.21
168,42,Female,Graduate,Salaried,15,353313,8326,1.03,664,14.65,Yes,629966,Business,Business,3,15.24,Medium,Finance Company,2.69,Online,Gujarat,Jalna,Urban,3,Processing,Approved,,21912.09,0.74,High,1.78
169,34,Male,Graduate,Salaried,19,608903,6401,0.6,771,25.25,No,1799187,Vehicle,Vehicle,11,11.29,Low,Government Bank,0.59,Offline,Bihar,Miryalaguda,Rural,16,Done,Approved,,23858.7,0.47,High,2.95
170,38,Female,Non-Graduate,Salaried,15,856170,6359,0.15,613,40.85,No,336039,Business,Business,16,14,High,Finance Company,2.39,Offline,Tamil Nadu,Howrah,Rural,4,Processing,Approved,,4394.38,0.06,Low,0.39
171,31,Female,Graduate,Salaried,13,463182,1956,0.08,479,11.4,No,68433,Personal,Personal,8,10.62,High,Government Bank,0.59,Online,Karnataka,Meerut,Urban,19,Processing,Approved,,1061,0.03,Low,0.15
172,45,Male,Graduate,Self-employed,15,723305,18448,0.45,773,51.43,No,335054,Home,Home,4,11.06,Low,Government Bank,0.57,Online,Rajasthan,Jalandhar,Urban,12,Done,Approved,,8669.41,0.14,Low,0.46
173,34,Female,Graduate,Salaried,10,794390,14260,0.43,837,39.42,No,983445,Home,Home,8,8.78,Low,Private Bank,1.25,Online,Maharashtra,Surendranagar Dudhrej,Urban,5,Done,Approved,,14295.68,0.22,Low,1.24
174,47,Male,Non-Graduate,Salaried,19,722429,17040,0.31,532,47.09,Yes,156049,Education,Education,16,8.38,High,Finance Company,1.68,Offline,West Bengal,Raebareli,Rural,1,Done,Approved,,1478.33,0.02,Low,0.22
175,43,Female,Graduate,Salaried,17,557471,2809,0.09,513,25.87,No,65978,Appliances,Appliances,6,15.59,High,Private Bank,1.5,Online,Gujarat,Chandrapur,Urban,5,Done,Approved,,1416.33,0.03,Low,0.12
176,32,Female,Graduate,Salaried,5,367970,1219,0.24,573,88.58,No,288455,Appliances,Appliances,5,11.08,High,Government Bank,0.43,Online,Bihar,Unnao,Urban,20,Processing,Pending,,6283.23,0.2,Low,0.78
177,33,Male,Non-Graduate,Salaried,16,309529,306,0.13,472,24.31,No,136383,Home,Home,5,12.86,High,Private Bank,0.87,Offline,Uttar Pradesh,South Dumdum,Rural,7,Processing,Rejected,Previous Loan Default,3093.37,0.12,Low,0.44
178,36,Male,Non-Graduate,Salaried,9,875548,14991,0.38,692,53.94,No,283624,Agriculture,Agriculture,2,6.98,Medium,Finance Company,2,Offline,Maharashtra,Haldia,Rural,4,Processing,Approved,,12696.01,0.17,Low,0.32
179,57,Female,Non-Graduate,Salaried,5,813975,15088,0.25,543,47.14,No,147436,Vehicle,Vehicle,14,10.29,High,Private Bank,1.47,Offline,Maharashtra,Mirzapur,Rural,6,Processing,Approved,,1659.67,0.02,Low,0.18
180,31,Male,Graduate,Salaried,5,655396,13034,0.47,696,17.2,No,591100,Vehicle,Vehicle,6,15.98,Medium,Private Bank,0.85,Online,Uttar Pradesh,Amritsar,Urban,7,Done,Approved,,12815.54,0.23,Low,0.9
181,40,Male,Non-Graduate,Salaried,21,818043,10192,0.39,748,59.4,No,368928,Education,Education,2,7.06,Medium,Private Bank,0.88,Offline,Gujarat,Malda,Rural,8,Processing,Approved,,16527.89,0.24,Low,0.45
182,47,Male,Graduate,Self-employed,21,1578330,10632,0.1,450,49.79,No,251404,Agriculture,Agriculture,13,7.69,High,Finance Company,1.82,Online,Rajasthan,Ratlam,Urban,5,Done,Pending,,2553.89,0.02,Low,0.16
183,26,Male,Graduate,Salaried,28,300305,17835,4.24,789,34.22,No,1921397,Home,Home,2,9.43,Low,Government Bank,0.3,Offline,West Bengal,Saharsa,Rural,20,Done,Pending,,88158.09,3.52,High,6.4
184,52,Male,Graduate,Salaried,13,729441,19298,0.58,824,41.65,No,1448511,Agriculture,Agriculture,11,7.58,Low,Government Bank,0.26,Online,Tamil Nadu,North Dumdum,Urban,14,Processing,Rejected,Insufficient Employment Length,16209.65,0.27,Low,1.99
185,29,Female,Graduate,Salaried,15,744635,11388,0.21,555,12.84,No,163959,Home,Home,18,9.11,High,Government Bank,0.6,Online,Delhi,Kumbakonam,Urban,13,Done,Approved,,1546.67,0.02,Low,0.22
186,49,Female,Graduate,Salaried,27,509844,7437,0.39,780,69.4,No,952960,Personal,Personal,20,9.64,Low,Government Bank,0.47,Online,Gujarat,Imphal,Urban,12,Processing,Approved,,8970.14,0.21,Low,1.87
187,47,Female,Graduate,Self-employed,13,1141527,1336,0.02,486,27.57,No,63769,Home,Home,18,12.72,High,Finance Company,2.13,Online,Delhi,Hindupur,Urban,1,Processing,Approved,,753.18,0.01,Low,0.06
188,54,Male,Graduate,Salaried,26,453184,3515,0.18,606,59.84,No,108509,Education,Education,3,7.4,High,Government Bank,0.53,Online,Bihar,Dibrugarh,Urban,17,Processing,Approved,,3370.32,0.09,Low,0.24
189,55,Male,Graduate,Self-employed,13,1176947,8484,0.11,626,69.05,No,138153,Business,Business,14,16.19,High,Government Bank,0.41,Online,Gujarat,Raebareli,Urban,10,Done,Pending,,2083.16,0.02,Low,0.12
190,49,Male,Graduate,Salaried,20,408290,6724,0.42,749,86.31,No,605490,Business,Business,14,12.32,Medium,Government Bank,0.58,Online,Karnataka,Maheshtala,Urban,12,Processing,Approved,,7578.92,0.22,Low,1.48
191,42,Male,Non-Graduate,Salaried,29,400681,10335,0.69,696,16.36,No,521514,Education,Education,4,8.3,Medium,Finance Company,1.76,Offline,Rajasthan,Thane,Rural,2,Processing,Approved,,12805.25,0.38,Medium,1.3
192,46,Female,Graduate,Self-employed,22,1539417,14543,0.12,563,51.3,No,61285,Home,Home,6,10.23,High,Private Bank,1.46,Online,Gujarat,Jodhpur,Urban,4,Done,Pending,,1142.48,0.01,Low,0.04
193,59,Female,Graduate,Salaried,7,834473,8341,0.2,619,20.79,No,245159,Vehicle,Vehicle,6,16.9,High,Finance Company,2.3,Online,Gujarat,Bidar,Urban,1,Processing,Approved,,5440.17,0.08,Low,0.29
194,25,Female,Non-Graduate,Salaried,24,358858,5283,0.24,584,14.39,No,114833,Business,Business,19,17.61,High,Finance Company,2.99,Offline,Maharashtra,Imphal,Rural,4,Done,Approved,,1748.28,0.06,Low,0.32
195,46,Male,Graduate,Self-employed,30,773587,4472,0.4,841,52.66,No,1432377,Personal,Personal,8,9.39,Low,Finance Company,2.6,Online,Gujarat,Tiruppur,Urban,5,Done,Approved,,21275.55,0.33,Medium,1.85
196,59,Male,Graduate,Salaried,20,424186,5132,0.78,653,80.21,No,955064,Business,Business,5,14.61,Medium,Government Bank,0.28,Online,West Bengal,Jabalpur,Urban,16,Processing,Approved,,22525.86,0.64,High,2.25
197,53,Female,Graduate,Salaried,20,649918,11876,0.24,626,46.39,No,58667,Business,Business,14,16.98,High,Government Bank,0.39,Online,Gujarat,Satara,Urban,10,Processing,Approved,,916.64,0.02,Low,0.09
198,55,Female,Non-Graduate,Salaried,15,486526,16282,0.8,820,21.46,No,1317990,Vehicle,Vehicle,13,11.26,Low,Finance Company,2.38,Offline,Maharashtra,Muzaffarnagar,Rural,5,Done,Approved,,16122.78,0.4,Medium,2.71
199,29,Male,Graduate,Salaried,27,671174,5149,0.12,501,52.15,No,107629,Business,Business,16,13.4,High,Finance Company,2.46,Online,West Bengal,Bijapur,Urban,1,Processing,Approved,,1363.56,0.02,Low,0.16
200,39,Male,Graduate,Salaried,28,616476,12988,0.5,838,59.51,No,1262060,Home,Home,17,9.59,Low,Finance Company,2.06,Offline,Karnataka,Bharatpur,Rural,4,Processing,Approved,,12562.61,0.24,Low,2.05
201,57,Male,Graduate,Salaried,24,556082,11471,0.34,450,78.47,No,340009,Personal,Personal,10,8.73,High,Private Bank,1.45,Online,Gujarat,Ulhasnagar,Urban,3,Done,Approved,,4257.56,0.09,Low,0.61
202,55,Male,Graduate,Self-employed,26,1071561,9133,0.15,650,36.77,No,383213,Personal,Personal,16,11.09,High,Finance Company,1.65,Online,Tamil Nadu,Guntur,Urban,1,Processing,Approved,,4271.91,0.05,Low,0.36
203,47,Male,Graduate,Self-employed,11,716519,11588,0.26,672,28.6,No,257025,Education,Education,7,8.64,Medium,Government Bank,0.58,Online,Karnataka,Sirsa,Urban,18,Done,Rejected,Low Income,4088.49,0.07,Low,0.36
204,30,Male,Graduate,Self-employed,23,661474,4506,0.34,689,30.87,No,904145,Appliances,Appliances,14,17.45,Medium,Government Bank,0.32,Offline,Maharashtra,Serampore,Rural,15,Done,Pending,,14423.41,0.26,Low,1.37
205,41,Male,Graduate,Salaried,30,763533,91,0.17,759,50.46,No,632258,Education,Education,6,7.57,Low,Private Bank,0.95,Offline,Tamil Nadu,Kadapa,Rural,4,Processing,Rejected,Insufficient Employment Length,10953.26,0.17,Low,0.83
206,34,Female,Non-Graduate,Self-employed,23,1017970,19484,0.28,603,74.13,No,391865,Agriculture,Agriculture,12,7.68,High,Finance Company,2.33,Offline,West Bengal,Sonipat,Rural,5,Processing,Rejected,High Existing EMI,4173.3,0.05,Low,0.38
207,31,Female,Graduate,Pensioner,21,341710,11076,0.49,699,73.74,No,169387,Business,Business,7,10.68,Medium,Government Bank,0.46,Online,Tamil Nadu,Kharagpur,Urban,19,Processing,Approved,,2871.9,0.1,Low,0.5
208,36,Female,Graduate,Salaried,10,327629,12922,1.95,739,35.8,No,878546,Home,Home,2,9.5,Medium,Private Bank,1.01,Online,Tamil Nadu,Rajahmundry,Urban,3,Processing,Approved,,40337.99,1.48,High,2.68
209,61,Female,Graduate,Salaried,15,863028,426,0.03,739,75.61,No,104796,Appliances,Appliances,10,16.05,Medium,Finance Company,2.64,Online,Tamil Nadu,Kurnool,Urban,3,Done,Approved,,1758.74,0.02,Low,0.12
210,53,Female,Graduate,Salaried,13,441620,12735,0.44,831,77.24,No,243470,Appliances,Appliances,11,14.05,Low,Government Bank,0.38,Online,West Bengal,Ramgarh,Urban,17,Processing,Approved,,3631.97,0.1,Low,0.55
211,32,Female,Graduate,Salaried,26,660466,1758,0.18,812,34.51,No,642093,Appliances,Appliances,17,13.29,Low,Government Bank,0.28,Online,Gujarat,Gwalior,Urban,17,Processing,Approved,,7951.93,0.14,Low,0.97
212,60,Female,Graduate,Salaried,30,374168,11114,0.41,582,62.79,No,132465,Personal,Personal,20,12.94,High,Finance Company,2.52,Online,Bihar,Jamnagar,Urban,5,Done,Rejected,Low CIBIL Score,1546.27,0.05,Low,0.35
213,38,Female,Graduate,Salaried,24,665533,8764,0.2,694,38.82,No,199056,Business,Business,18,12.36,Medium,Government Bank,0.5,Online,Rajasthan,Kakinada,Urban,18,Done,Approved,,2301.94,0.04,Low,0.3
214,45,Male,Graduate,Salaried,8,857350,9670,0.22,812,24.45,No,511464,Education,Education,10,7.64,Low,Finance Company,2.2,Online,Bihar,Mau,Urban,4,Processing,Approved,,6108.61,0.09,Low,0.6
215,52,Male,Graduate,Salaried,9,770517,7639,0.37,803,51.42,No,1455740,Personal,Personal,15,10.3,Low,Private Bank,1.23,Online,Uttar Pradesh,Arrah,Urban,3,Processing,Approved,,15911.71,0.25,Low,1.89
216,57,Female,Graduate,Salaried,19,685927,16414,0.38,772,37.78,No,765743,Agriculture,Agriculture,20,5.45,Low,Private Bank,0.72,Online,Bihar,Tadepalligudem,Urban,7,Processing,Approved,,5245.85,0.09,Low,1.12
217,50,Male,Graduate,Salaried,27,865875,12893,0.54,846,83.59,No,1888966,Personal,Personal,11,12,Low,Government Bank,0.43,Online,Maharashtra,Durgapur,Urban,12,Processing,Approved,,25837.05,0.36,Medium,2.18
218,60,Female,Non-Graduate,Salaried,16,524643,5565,0.16,726,85.35,No,118975,Education,Education,10,6.51,Medium,Finance Company,1.8,Offline,Bihar,Rajpur Sonarpur,Rural,4,Processing,Approved,,1351.54,0.03,Low,0.23
219,25,Female,Graduate,Self-employed,24,1187940,12423,0.17,490,35.17,No,331862,Business,Business,20,14.87,High,Private Bank,1.49,Online,Karnataka,Medininagar,Urban,3,Processing,Pending,,4338.08,0.04,Low,0.28
220,49,Male,Graduate,Salaried,17,370407,10034,0.37,619,84.32,No,96433,Appliances,Appliances,11,11,High,Private Bank,1.41,Online,Gujarat,Hapur,Urban,4,Done,Approved,,1262.53,0.04,Low,0.26
221,52,Male,Graduate,Salaried,21,742397,10650,0.52,850,38.08,No,1556902,Vehicle,Vehicle,20,15.79,Low,Government Bank,0.51,Online,Tamil Nadu,Bharatpur,Urban,10,Processing,Approved,,21415.57,0.35,Medium,2.1
